"idx","latitude","longitude","elevation","x","y","z","xf","yf","distkm","distkmTotal","distkmTotalFixed","pct"
473,63.906119,-21.06372,11.9,2615004.1707593,-1007144.21659818,5721643.67501384,2614999.28636258,-1007142.3354188,4.56055657558766,1243.30029395585,1274.63355209884,0.938610863106656
474,63.859502,-21.115508,0.9,2618430.06054976,-1011182.40003525,5719351.94228063,2618429.69065701,-1011182.25719048,5.77024135095524,1249.07053530681,1280.54921323508,0.94296702005529
475,63.879876,-21.195298,0.1,2615122.67075835,-1014092.34456622,5720348.97604839,2615122.62971107,-1014092.3286489,4.51671127477325,1253.58724658158,1285.17975322929,0.946376843320536
476,63.878052,-21.218837,0,2614875.54533525,-1015232.53122558,5720259.59113299,2614875.54533525,-1015232.53122558,1.17007959389383,1254.75732617548,1286.37932079656,0.947260177317051
477,63.886399,-21.2648,3,2613284.8778486,-1017028.10483906,5720670.87037738,2613283.64729595,-1017027.62593734,2.43381557875469,1257.19114175423,1288.8744726206,0.949097549794258
478,63.891646,-21.364245,14.9,2611032.72645135,-1021373.35411433,5720938.33465519,2611026.61998507,-1021370.96541124,4.90152163315507,1262.09266338739,1293.89952084132,0.952797879853695
479,63.863107,-21.390874,6.1,2613207.11279266,-1023624.54532122,5719533.20666145,2613204.61074461,-1023623.56523901,3.43077287065866,1265.52343625805,1297.41675495751,0.955387890248533
480,63.853655,-21.417729,15.2,2613609.12671826,-1025195.26347319,5719078.3071329,2613602.89115651,-1025192.81755719,1.68395495497747,1267.20739121302,1299.14314840909,0.956659166722454
481,63.843956,-21.498345,11.7,2613063.37098796,-1029225.84570251,5718599.83381211,2613058.57224596,-1029223.95558789,4.09540952081419,1271.30280073384,1303.34176913668,0.95975093456309
482,63.840104,-21.579874,9.3,2611952.71317115,-1033084.07245023,5718408.85422632,2611948.90040632,-1033082.56441886,4.01944618386575,1275.3222469177,1307.46251212348,0.962785355024655
483,63.832444,-21.622649,12.4,2611892.67803505,-1035315.98496299,5718036.06587618,2611887.59446793,-1035313.96991147,2.26362736248585,1277.58587428019,1309.78318670202,0.964494246466878
484,63.833495,-21.660147,14.3,2611117.83832043,-1036986.74647952,5718089.30787507,2611111.97756053,-1036984.41892071,1.84245904674524,1279.42833332693,1311.67207881502,0.965885183221668
485,63.864502,-21.739948,0,2606790.38197023,-1039473.81405787,5719596.06041856,2606790.38197023,-1039473.81405787,5.21370183549201,1284.64203516243,1317.01717470414,0.96982118903103
486,63.869855,-21.767328,7.7,2605800.22214115,-1040522.49435639,5719865.14303325,2605797.07277097,-1040521.23678089,1.46715790191919,1286.10919306435,1318.52130745236,0.970928797829426
487,63.869576,-21.851678,20.1,2604296.47728616,-1044369.98555524,5719862.61253452,2604288.26096313,-1044366.69066111,4.13091315782794,1290.24010622217,1322.75632656831,0.974047368607006
488,63.85373,-21.940202,60,2604163.33253129,-1048990.06070181,5719122.19782445,2604138.80760138,-1048980.1817486,4.6809225403423,1294.92102876252,1327.55521622812,0.977581160698173
489,63.850479,-22.015389,84,2603095.18873347,-1052532.10412095,5718984.43285549,2603060.86804395,-1052518.22693824,3.70215909200537,1298.62318785452,1331.3506759548,0.980376050040352
490,63.858805,-22.019155,102.8,2602263.21062228,-1052394.71690075,5719409.27287505,2602221.22218378,-1052377.73613929,0.944220243377932,1299.5674080979,1332.31869213611,0.981088874916135
491,63.869169,-22.048466,122.7,2600773.67406115,-1053340.73626274,5719934.79404226,2600723.58635372,-1053320.45021358,1.84115298044271,1301.40856107834,1334.20624526775,0.982478825675807
492,63.887826,-22.058401,163.9,2598881.43206065,-1053098.95761267,5720885.18747132,2598814.57509803,-1053071.86634303,2.13126356278815,1303.53982464113,1336.39122025625,0.984087791057623
493,63.910335,-22.034669,160,2597232.29195612,-1051178.49855313,5721982.86710123,2597167.06722989,-1051152.10013279,2.75911700615422,1306.29894164728,1339.2198716507,0.98617074495633
494,63.926772,-21.996453,160,2596410.70817141,-1048831.05024398,5722786.43740415,2596345.50407776,-1048804.71077549,2.6136638481661,1308.91260549545,1341.89940422298,0.988143891180394
495,63.945687,-21.972839,152.7,2595087.61537687,-1047052.71637219,5723704.01089823,2595025.41785979,-1047027.6212352,2.39895540174583,1311.3115608972,1344.35881733493,0.989954946491113
496,63.947114,-21.962979,148.1,2595133.68121596,-1046552.04154846,5723769.57197639,2595073.35624907,-1046527.71400892,0.507045950200536,1311.8186068474,1344.87864169573,0.990337733207457
497,63.962295,-21.939397,159.4,2594161.98393987,-1044919.02906742,5724520.93401556,2594097.08061627,-1044892.8862443,2.04339674892015,1313.86200359632,1346.9735354789,0.991880364859277
498,63.973936,-21.953022,120.1,2592818.64149927,-1045094.61560622,5725053.7172457,2592769.76508289,-1045074.91485323,1.45576698535242,1315.31777058167,1348.4659902403,0.992979374256481
499,64.009609,-21.941661,79.9,2589702.68715637,-1043241.77512577,5726756.99527678,2589670.20957832,-1043228.69178368,4.00541450591976,1319.32318508759,1352.57234792728,0.996003201713755
500,64.050438,-21.997573,8,2584869.7799815,-1044227.81749013,5728680.42587315,2584866.53419084,-1044226.50626551,5.29422860899246,1324.61741369658,1358,1
